"Notes","State","State Code","Year","Year Code","Five-Year Age Groups","Five-Year Age Groups Code",Deaths,Population,Crude Rate
,"Delaware","10","2018","2018","35-39 years","35-39",Suppressed,58850,Suppressed
,"Delaware","10","2019","2019","10-14 years","10-14",Suppressed,57663,Suppressed
,"Delaware","10","2019","2019","15-19 years","15-19",Suppressed,60218,Suppressed
,"Delaware","10","2019","2019","20-24 years","20-24",Suppressed,57154,Suppressed
,"Delaware","10","2019","2019","25-29 years","25-29",12,65311,Unreliable
,"Delaware","10","2019","2019","30-34 years","30-34",Suppressed,63769,Suppressed
,"Delaware","10","2019","2019","35-39 years","35-39",12,59374,Unreliable
,"Florida","12","1999","1999","10-14 years","10-14",Suppressed,1032139,Suppressed
,"Florida","12","1999","1999","15-19 years","15-19",66,992265,6.7
,"Florida","12","1999","1999","20-24 years","20-24",98,907463,10.8
,"Florida","12","1999","1999","25-29 years","25-29",128,994333,12.9
,"Florida","12","1999","1999","30-34 years","30-34",163,1098372,14.8
,"Florida","12","1999","1999","35-39 years","35-39",221,1260288,17.5
,"Florida","12","2000","2000","10-14 years","10-14",13,1057024,Unreliable
,"Florida","12","2000","2000","15-19 years","15-19",57,1014067,5.6
,"Florida","12","2000","2000","20-24 years","20-24",129,928310,13.9
,"Florida","12","2000","2000","25-29 years","25-29",119,995358,12.0
,"Florida","12","2000","2000","30-34 years","30-34",134,1088742,12.3
,"Florida","12","2000","2000","35-39 years","35-39",216,1261040,17.1
,"Florida","12","2001","2001","10-14 years","10-14",17,1094246,Unreliable
,"Florida","12","2001","2001","15-19 years","15-19",71,1040770,6.8
,"Florida","12","2001","2001","20-24 years","20-24",121,994750,12.2
,"Florida","12","2001","2001","25-29 years","25-29",160,971119,16.5
,"Florida","12","2001","2001","30-34 years","30-34",161,1100658,14.6
,"Florida","12","2001","2001","35-39 years","35-39",217,1251686,17.3
,"Florida","12","2002","2002","10-14 years","10-14",12,1119215,Unreliable
,"Florida","12","2002","2002","15-19 years","15-19",75,1066682,7.0
,"Florida","12","2002","2002","20-24 years","20-24",120,1040572,11.5
,"Florida","12","2002","2002","25-29 years","25-29",116,972896,11.9
,"Florida","12","2002","2002","30-34 years","30-34",162,1112664,14.6
,"Florida","12","2002","2002","35-39 years","35-39",212,1236573,17.1
,"Florida","12","2003","2003","10-14 years","10-14",Suppressed,1135653,Suppressed
,"Florida","12","2003","2003","15-19 years","15-19",58,1095938,5.3
,"Florida","12","2003","2003","20-24 years","20-24",137,1081883,12.7
,"Florida","12","2003","2003","25-29 years","25-29",131,987982,13.3
,"Florida","12","2003","2003","30-34 years","30-34",172,1115300,15.4
,"Florida","12","2003","2003","35-39 years","35-39",204,1215649,16.8
,"Florida","12","2004","2004","10-14 years","10-14",16,1149995,Unreliable
,"Florida","12","2004","2004","15-19 years","15-19",72,1135477,6.3
,"Florida","12","2004","2004","20-24 years","20-24",137,1125385,12.2
,"Florida","12","2004","2004","25-29 years","25-29",147,1024559,14.3
,"Florida","12","2004","2004","30-34 years","30-34",137,1117654,12.3
,"Florida","12","2004","2004","35-39 years","35-39",209,1202373,17.4
,"Florida","12","2005","2005","10-14 years","10-14",19,1152946,Unreliable
,"Florida","12","2005","2005","15-19 years","15-19",84,1179088,7.1
,"Florida","12","2005","2005","20-24 years","20-24",128,1156066,11.1
,"Florida","12","2005","2005","25-29 years","25-29",132,1073268,12.3
,"Florida","12","2005","2005","30-34 years","30-34",167,1111695,15.0
,"Florida","12","2005","2005","35-39 years","35-39",189,1209128,15.6
,"Florida","12","2006","2006","10-14 years","10-14",Suppressed,1151818,Suppressed
,"Florida","12","2006","2006","15-19 years","15-19",69,1214669,5.7
,"Florida","12","2006","2006","20-24 years","20-24",135,1180227,11.4
,"Florida","12","2006","2006","25-29 years","25-29",153,1127022,13.6
,"Florida","12","2006","2006","30-34 years","30-34",144,1094633,13.2
,"Florida","12","2006","2006","35-39 years","35-39",186,1223911,15.2
,"Florida","12","2007","2007","10-14 years","10-14",Suppressed,1143390,Suppressed
,"Florida","12","2007","2007","15-19 years","15-19",71,1233492,5.8
,"Florida","12","2007","2007","20-24 years","20-24",156,1198551,13.0
,"Florida","12","2007","2007","25-29 years","25-29",143,1155866,12.4
,"Florida","12","2007","2007","30-34 years","30-34",175,1081460,16.2
,"Florida","12","2007","2007","35-39 years","35-39",192,1226154,15.7
,"Florida","12","2008","2008","10-14 years","10-14",Suppressed,1134890,Suppressed
,"Florida","12","2008","2008","15-19 years","15-19",71,1241381,5.7
,"Florida","12","2008","2008","20-24 years","20-24",154,1207898,12.7
,"Florida","12","2008","2008","25-29 years","25-29",170,1170676,14.5
,"Florida","12","2008","2008","30-34 years","30-34",167,1079825,15.5
,"Florida","12","2008","2008","35-39 years","35-39",202,1216183,16.6
,"Florida","12","2009","2009","10-14 years","10-14",10,1128143,Unreliable
,"Florida","12","2009","2009","15-19 years","15-19",82,1237756,6.6
,"Florida","12","2009","2009","20-24 years","20-24",146,1214648,12.0
,"Florida","12","2009","2009","25-29 years","25-29",169,1178740,14.3
,"Florida","12","2009","2009","30-34 years","30-34",182,1089985,16.7
,"Florida","12","2009","2009","35-39 years","35-39",207,1197558,17.3
,"Florida","12","2010","2010","10-14 years","10-14",14,1130847,Unreliable
,"Florida","12","2010","2010","15-19 years","15-19",56,1228382,4.6
,"Florida","12","2010","2010","20-24 years","20-24",158,1228758,12.9
,"Florida","12","2010","2010","25-29 years","25-29",159,1179227,13.5
,"Florida","12","2010","2010","30-34 years","30-34",155,1110318,14.0
,"Florida","12","2010","2010","35-39 years","35-39",175,1178467,14.8
,"Florida","12","2011","2011","10-14 years","10-14",14,1131573,Unreliable
,"Florida","12","2011","2011","15-19 years","15-19",83,1195817,6.9
,"Florida","12","2011","2011","20-24 years","20-24",158,1283949,12.3
,"Florida","12","2011","2011","25-29 years","25-29",185,1202094,15.4
,"Florida","12","2011","2011","30-34 years","30-34",176,1141586,15.4
,"Florida","12","2011","2011","35-39 years","35-39",163,1144444,14.2
,"Florida","12","2012","2012","10-14 years","10-14",13,1133311,Unreliable
,"Florida","12","2012","2012","15-19 years","15-19",103,1176536,8.8
,"Florida","12","2012","2012","20-24 years","20-24",168,1316306,12.8
,"Florida","12","2012","2012","25-29 years","25-29",158,1225785,12.9
,"Florida","12","2012","2012","30-34 years","30-34",160,1175449,13.6
,"Florida","12","2012","2012","35-39 years","35-39",217,1137109,19.1
,"Florida","12","2013","2013","10-14 years","10-14",14,1132791,Unreliable
,"Florida","12","2013","2013","15-19 years","15-19",78,1170637,6.7
,"Florida","12","2013","2013","20-24 years","20-24",159,1313917,12.1
,"Florida","12","2013","2013","25-29 years","25-29",181,1254601,14.4
,"Florida","12","2013","2013","30-34 years","30-34",165,1201598,13.7
,"Florida","12","2013","2013","35-39 years","35-39",188,1140148,16.5
,"Florida","12","2014","2014","10-14 years","10-14",21,1138074,1.8
,"Florida","12","2014","2014","15-19 years","15-19",88,1171530,7.5
,"Florida","12","2014","2014","20-24 years","20-24",179,1316889,13.6
,"Florida","12","2014","2014","25-29 years","25-29",181,1296720,14.0
,"Florida","12","2014","2014","30-34 years","30-34",198,1235297,16.0
,"Florida","12","2014","2014","35-39 years","35-39",172,1163010,14.8
,"Florida","12","2015","2015","10-14 years","10-14",20,1147416,1.7
,"Florida","12","2015","2015","15-19 years","15-19",96,1182953,8.1
,"Florida","12","2015","2015","20-24 years","20-24",187,1296345,14.4
,"Florida","12","2015","2015","25-29 years","25-29",194,1348885,14.4
,"Florida","12","2015","2015","30-34 years","30-34",209,1265430,16.5
,"Florida","12","2015","2015","35-39 years","35-39",191,1201092,15.9
,"Florida","12","2016","2016","10-14 years","10-14",22,1154192,1.9
,"Florida","12","2016","2016","15-19 years","15-19",96,1189418,8.1
,"Florida","12","2016","2016","20-24 years","20-24",168,1273582,13.2
,"Florida","12","2016","2016","25-29 years","25-29",211,1389757,15.2
,"Florida","12","2016","2016","30-34 years","30-34",207,1293668,16.0
,"Florida","12","2016","2016","35-39 years","35-39",212,1236495,17.1
,"Florida","12","2017","2017","10-14 years","10-14",17,1181330,Unreliable
,"Florida","12","2017","2017","15-19 years","15-19",109,1203740,9.1
,"Florida","12","2017","2017","20-24 years","20-24",184,1269168,14.5
,"Florida","12","2017","2017","25-29 years","25-29",212,1421894,14.9
,"Florida","12","2017","2017","30-34 years","30-34",224,1320786,17.0
,"Florida","12","2017","2017","35-39 years","35-39",196,1280618,15.3
,"Florida","12","2018","2018","10-14 years","10-14",21,1206247,1.7
,"Florida","12","2018","2018","15-19 years","15-19",118,1206422,9.8
,"Florida","12","2018","2018","20-24 years","20-24",181,1269823,14.3
,"Florida","12","2018","2018","25-29 years","25-29",204,1436477,14.2
,"Florida","12","2018","2018","30-34 years","30-34",224,1351778,16.6
,"Florida","12","2018","2018","35-39 years","35-39",250,1318582,19.0
,"Florida","12","2019","2019","10-14 years","10-14",25,1206047,2.1
,"Florida","12","2019","2019","15-19 years","15-19",104,1202436,8.6
,"Florida","12","2019","2019","20-24 years","20-24",191,1258122,15.2
,"Florida","12","2019","2019","25-29 years","25-29",213,1419816,15.0
,"Florida","12","2019","2019","30-34 years","30-34",242,1379606,17.5
,"Florida","12","2019","2019","35-39 years","35-39",225,1336741,16.8
,"Georgia","13","1999","1999","10-14 years","10-14",Suppressed,591812,Suppressed
,"Georgia","13","1999","1999","15-19 years","15-19",51,589631,8.6
,"Georgia","13","1999","1999","20-24 years","20-24",69,574511,12.0
,"Georgia","13","1999","1999","25-29 years","25-29",104,638268,16.3
,"Georgia","13","1999","1999","30-34 years","30-34",83,656082,12.7
,"Georgia","13","1999","1999","35-39 years","35-39",103,693333,14.9
,"Georgia","13","2000","2000","10-14 years","10-14",Suppressed,607759,Suppressed
,"Georgia","13","2000","2000","15-19 years","15-19",42,596277,7.0
,"Georgia","13","2000","2000","20-24 years","20-24",95,592196,16.0
,"Georgia","13","2000","2000","25-29 years","25-29",69,641750,10.8
,"Georgia","13","2000","2000","30-34 years","30-34",73,657506,11.1
,"Georgia","13","2000","2000","35-39 years","35-39",80,698735,11.4
,"Georgia","13","2001","2001","10-14 years","10-14",Suppressed,629644,Suppressed
,"Georgia","13","2001","2001","15-19 years","15-19",52,604420,8.6
,"Georgia","13","2001","2001","20-24 years","20-24",91,621311,14.6
,"Georgia","13","2001","2001","25-29 years","25-29",79,623999,12.7
,"Georgia","13","2001","2001","30-34 years","30-34",88,671863,13.1
,"Georgia","13","2001","2001","35-39 years","35-39",104,697787,14.9
,"Georgia","13","2002","2002","10-14 years","10-14",Suppressed,643694,Suppressed
,"Georgia","13","2002","2002","15-19 years","15-19",37,610814,6.1
,"Georgia","13","2002","2002","20-24 years","20-24",66,633422,10.4
,"Georgia","13","2002","2002","25-29 years","25-29",70,613550,11.4
,"Georgia","13","2002","2002","30-34 years","30-34",85,679291,12.5
,"Georgia","13","2002","2002","35-39 years","35-39",94,691745,13.6
,"Georgia","13","2003","2003","10-14 years","10-14",Suppressed,655115,Suppressed
,"Georgia","13","2003","2003","15-19 years","15-19",50,620715,8.1
,"Georgia","13","2003","2003","20-24 years","20-24",79,635799,12.4
,"Georgia","13","2003","2003","25-29 years","25-29",67,608312,11.0
,"Georgia","13","2003","2003","30-34 years","30-34",87,679458,12.8
,"Georgia","13","2003","2003","35-39 years","35-39",82,682795,12.0
,"Georgia","13","2004","2004","10-14 years","10-14",Suppressed,659778,Suppressed
,"Georgia","13","2004","2004","15-19 years","15-19",50,637028,7.8
,"Georgia","13","2004","2004","20-24 years","20-24",84,650185,12.9
,"Georgia","13","2004","2004","25-29 years","25-29",89,619009,14.4
,"Georgia","13","2004","2004","30-34 years","30-34",78,675927,11.5
,"Georgia","13","2004","2004","35-39 years","35-39",94,676690,13.9
,"Georgia","13","2005","2005","10-14 years","10-14",Suppressed,662146,Suppressed
,"Georgia","13","2005","2005","15-19 years","15-19",30,657340,4.6
,"Georgia","13","2005","2005","20-24 years","20-24",79,641144,12.3
,"Georgia","13","2005","2005","25-29 years","25-29",69,629572,11.0
,"Georgia","13","2005","2005","30-34 years","30-34",63,663600,9.5
,"Georgia","13","2005","2005","35-39 years","35-39",75,681187,11.0
,"Georgia","13","2006","2006","10-14 years","10-14",Suppressed,669318,Suppressed
,"Georgia","13","2006","2006","15-19 years","15-19",37,677408,5.5
,"Georgia","13","2006","2006","20-24 years","20-24",65,652056,10.0
,"Georgia","13","2006","2006","25-29 years","25-29",70,657774,10.6
,"Georgia","13","2006","2006","30-34 years","30-34",69,654603,10.5
,"Georgia","13","2006","2006","35-39 years","35-39",92,700324,13.1
,"Georgia","13","2007","2007","10-14 years","10-14",Suppressed,676052,Suppressed
,"Georgia","13","2007","2007","15-19 years","15-19",29,695123,4.2
,"Georgia","13","2007","2007","20-24 years","20-24",76,656110,11.6
,"Georgia","13","2007","2007","25-29 years","25-29",67,671612,10.0
,"Georgia","13","2007","2007","30-34 years","30-34",78,648845,12.0
,"Georgia","13","2007","2007","35-39 years","35-39",98,713643,13.7
,"Georgia","13","2008","2008","10-14 years","10-14",Suppressed,678453,Suppressed
,"Georgia","13","2008","2008","15-19 years","15-19",41,707536,5.8
,"Georgia","13","2008","2008","20-24 years","20-24",78,664222,11.7
,"Georgia","13","2008","2008","25-29 years","25-29",79,681298,11.6
,"Georgia","13","2008","2008","30-34 years","30-34",72,649244,11.1
,"Georgia","13","2008","2008","35-39 years","35-39",82,719274,11.4
,"Georgia","13","2009","2009","10-14 years","10-14",Suppressed,683822,Suppressed
,"Georgia","13","2009","2009","15-19 years","15-19",44,712243,6.2
,"Georgia","13","2009","2009","20-24 years","20-24",80,676252,11.8
,"Georgia","13","2009","2009","25-29 years","25-29",83,683221,12.1
,"Georgia","13","2009","2009","30-34 years","30-34",91,654958,13.9
,"Georgia","13","2009","2009","35-39 years","35-39",98,711582,13.8
,"Georgia","13","2010","2010","10-14 years","10-14",12,689684,Unreliable
,"Georgia","13","2010","2010","15-19 years","15-19",45,709999,6.3
,"Georgia","13","2010","2010","20-24 years","20-24",95,680080,14.0
,"Georgia","13","2010","2010","25-29 years","25-29",82,673935,12.2
,"Georgia","13","2010","2010","30-34 years","30-34",79,661625,11.9
,"Georgia","13","2010","2010","35-39 years","35-39",99,698059,14.2
,"Georgia","13","2011","2011","10-14 years","10-14",Suppressed,697887,Suppressed
,"Georgia","13","2011","2011","15-19 years","15-19",40,700944,5.7
,"Georgia","13","2011","2011","20-24 years","20-24",85,707464,12.0
,"Georgia","13","2011","2011","25-29 years","25-29",98,680007,14.4
,"Georgia","13","2011","2011","30-34 years","30-34",95,678521,14.0
,"Georgia","13","2011","2011","35-39 years","35-39",87,674056,12.9
,"Georgia","13","2012","2012","10-14 years","10-14",Suppressed,702668,Suppressed
,"Georgia","13","2012","2012","15-19 years","15-19",41,699648,5.9
,"Georgia","13","2012","2012","20-24 years","20-24",89,728174,12.2
,"Georgia","13","2012","2012","25-29 years","25-29",96,681734,14.1
,"Georgia","13","2012","2012","30-34 years","30-34",111,684873,16.2
,"Georgia","13","2012","2012","35-39 years","35-39",77,663017,11.6
,"Georgia","13","2013","2013","10-14 years","10-14",13,705544,Unreliable
,"Georgia","13","2013","2013","15-19 years","15-19",60,695266,8.6
,"Georgia","13","2013","2013","20-24 years","20-24",90,734175,12.3
,"Georgia","13","2013","2013","25-29 years","25-29",101,680106,14.9
,"Georgia","13","2013","2013","30-34 years","30-34",104,685134,15.2
,"Georgia","13","2013","2013","35-39 years","35-39",90,657156,13.7
,"Georgia","13","2014","2014","10-14 years","10-14",12,709711,Unreliable
,"Georgia","13","2014","2014","15-19 years","15-19",42,696167,6.0
,"Georgia","13","2014","2014","20-24 years","20-24",99,741755,13.3
,"Georgia","13","2014","2014","25-29 years","25-29",81,696126,11.6
,"Georgia","13","2014","2014","30-34 years","30-34",114,687311,16.6
,"Georgia","13","2014","2014","35-39 years","35-39",94,661667,14.2
,"Georgia","13","2015","2015","10-14 years","10-14",15,711373,Unreliable
,"Georgia","13","2015","2015","15-19 years","15-19",64,707371,9.0
,"Georgia","13","2015","2015","20-24 years","20-24",119,737273,16.1
,"Georgia","13","2015","2015","25-29 years","25-29",100,714615,14.0
,"Georgia","13","2015","2015","30-34 years","30-34",110,687542,16.0
,"Georgia","13","2015","2015","35-39 years","35-39",90,674461,13.3
,"Georgia","13","2016","2016","10-14 years","10-14",20,714455,2.8
,"Georgia","13","2016","2016","15-19 years","15-19",66,715257,9.2
,"Georgia","13","2016","2016","20-24 years","20-24",147,725796,20.3
,"Georgia","13","2016","2016","25-29 years","25-29",118,731930,16.1
,"Georgia","13","2016","2016","30-34 years","30-34",114,690370,16.5
,"Georgia","13","2016","2016","35-39 years","35-39",100,686591,14.6
,"Georgia","13","2017","2017","10-14 years","10-14",19,722364,Unreliable
,"Georgia","13","2017","2017","15-19 years","15-19",73,723736,10.1
,"Georgia","13","2017","2017","20-24 years","20-24",121,718348,16.8
,"Georgia","13","2017","2017","25-29 years","25-29",125,755708,16.5
,"Georgia","13","2017","2017","30-34 years","30-34",134,697618,19.2
,"Georgia","13","2017","2017","35-39 years","35-39",121,697558,17.3
,"Georgia","13","2018","2018","10-14 years","10-14",25,727758,3.4
,"Georgia","13","2018","2018","15-19 years","15-19",70,728370,9.6
,"Georgia","13","2018","2018","20-24 years","20-24",134,716652,18.7
,"Georgia","13","2018","2018","25-29 years","25-29",150,767745,19.5
,"Georgia","13","2018","2018","30-34 years","30-34",133,705501,18.9
,"Georgia","13","2018","2018","35-39 years","35-39",141,705228,20.0
,"Georgia","13","2019","2019","10-14 years","10-14",19,727416,Unreliable
,"Georgia","13","2019","2019","15-19 years","15-19",70,732120,9.6
,"Georgia","13","2019","2019","20-24 years","20-24",129,717380,18.0
,"Georgia","13","2019","2019","25-29 years","25-29",140,771584,18.1
,"Georgia","13","2019","2019","30-34 years","30-34",152,721677,21.1
,"Georgia","13","2019","2019","35-39 years","35-39",136,709018,19.2
,"Hawaii","15","1999","1999","15-19 years","15-19",Suppressed,81529,Suppressed
,"Hawaii","15","1999","1999","20-24 years","20-24",Suppressed,82715,Suppressed
,"Hawaii","15","1999","1999","25-29 years","25-29",13,83523,Unreliable
,"Hawaii","15","1999","1999","30-34 years","30-34",25,90661,27.6
,"Hawaii","15","1999","1999","35-39 years","35-39",18,97285,Unreliable
,"Hawaii","15","2000","2000","10-14 years","10-14",Suppressed,83106,Suppressed
,"Hawaii","15","2000","2000","15-19 years","15-19",Suppressed,81002,Suppressed
,"Hawaii","15","2000","2000","20-24 years","20-24",16,83409,Unreliable
,"Hawaii","15","2000","2000","25-29 years","25-29",13,84000,Unreliable
,"Hawaii","15","2000","2000","30-34 years","30-34",13,87159,Unreliable
,"Hawaii","15","2000","2000","35-39 years","35-39",16,95935,Unreliable
,"Hawaii","15","2001","2001","10-14 years","10-14",Suppressed,84878,Suppressed
,"Hawaii","15","2001","2001","15-19 years","15-19",Suppressed,81642,Suppressed
,"Hawaii","15","2001","2001","20-24 years","20-24",12,88395,Unreliable
,"Hawaii","15","2001","2001","25-29 years","25-29",Suppressed,81567,Suppressed
,"Hawaii","15","2001","2001","30-34 years","30-34",11,86993,Unreliable
,"Hawaii","15","2001","2001","35-39 years","35-39",Suppressed,93624,Suppressed
,"Hawaii","15","2002","2002","10-14 years","10-14",Suppressed,85911,Suppressed
,"Hawaii","15","2002","2002","15-19 years","15-19",Suppressed,81762,Suppressed
,"Hawaii","15","2002","2002","20-24 years","20-24",Suppressed,91543,Suppressed
,"Hawaii","15","2002","2002","25-29 years","25-29",Suppressed,81985,Suppressed
,"Hawaii","15","2002","2002","30-34 years","30-34",13,86924,Unreliable
,"Hawaii","15","2002","2002","35-39 years","35-39",12,90941,Unreliable
,"Hawaii","15","2003","2003","10-14 years","10-14",Suppressed,86609,Suppressed
,"Hawaii","15","2003","2003","15-19 years","15-19",Suppressed,82422,Suppressed
,"Hawaii","15","2003","2003","20-24 years","20-24",Suppressed,93818,Suppressed
,"Hawaii","15","2003","2003","25-29 years","25-29",12,82256,Unreliable
,"Hawaii","15","2003","2003","30-34 years","30-34",14,85224,Unreliable
,"Hawaii","15","2003","2003","35-39 years","35-39",Suppressed,88323,Suppressed
,"Hawaii","15","2004","2004","10-14 years","10-14",Suppressed,88085,Suppressed
,"Hawaii","15","2004","2004","15-19 years","15-19",Suppressed,83420,Suppressed
,"Hawaii","15","2004","2004","20-24 years","20-24",Suppressed,95485,Suppressed
,"Hawaii","15","2004","2004","25-29 years","25-29",12,84549,Unreliable
,"Hawaii","15","2004","2004","30-34 years","30-34",Suppressed,84611,Suppressed
,"Hawaii","15","2004","2004","35-39 years","35-39",Suppressed,87117,Suppressed
,"Hawaii","15","2005","2005","10-14 years","10-14",Suppressed,86988,Suppressed
,"Hawaii","15","2005","2005","15-19 years","15-19",Suppressed,84394,Suppressed
,"Hawaii","15","2005","2005","20-24 years","20-24",Suppressed,97507,Suppressed
,"Hawaii","15","2005","2005","25-29 years","25-29",13,89461,Unreliable
,"Hawaii","15","2005","2005","30-34 years","30-34",Suppressed,83547,Suppressed
,"Hawaii","15","2005","2005","35-39 years","35-39",Suppressed,87674,Suppressed
,"Hawaii","15","2006","2006","10-14 years","10-14",Suppressed,85712,Suppressed
,"Hawaii","15","2006","2006","15-19 years","15-19",10,86486,Unreliable
,"Hawaii","15","2006","2006","20-24 years","20-24",13,98038,Unreliable
,"Hawaii","15","2006","2006","25-29 years","25-29",10,93138,Unreliable
,"Hawaii","15","2006","2006","30-34 years","30-34",Suppressed,82917,Suppressed
,"Hawaii","15","2006","2006","35-39 years","35-39",10,88861,Unreliable
,"Hawaii","15","2007","2007","10-14 years","10-14",Suppressed,84203,Suppressed
,"Hawaii","15","2007","2007","15-19 years","15-19",Suppressed,86731,Suppressed
,"Hawaii","15","2007","2007","20-24 years","20-24",Suppressed,94550,Suppressed
,"Hawaii","15","2007","2007","25-29 years","25-29",10,93805,Unreliable
,"Hawaii","15","2007","2007","30-34 years","30-34",12,81701,Unreliable
,"Hawaii","15","2007","2007","35-39 years","35-39",Suppressed,88356,Suppressed
,"Hawaii","15","2008","2008","15-19 years","15-19",11,86803,Unreliable
,"Hawaii","15","2008","2008","20-24 years","20-24",Suppressed,94464,Suppressed
,"Hawaii","15","2008","2008","25-29 years","25-29",Suppressed,96871,Suppressed
,"Hawaii","15","2008","2008","30-34 years","30-34",Suppressed,83398,Suppressed
,"Hawaii","15","2008","2008","35-39 years","35-39",14,88096,Unreliable
,"Hawaii","15","2009","2009","10-14 years","10-14",Suppressed,81754,Suppressed
,"Hawaii","15","2009","2009","15-19 years","15-19",11,86740,Unreliable
,"Hawaii","15","2009","2009","20-24 years","20-24",15,94145,Unreliable
,"Hawaii","15","2009","2009","25-29 years","25-29",15,97489,Unreliable
,"Hawaii","15","2009","2009","30-34 years","30-34",11,85750,Unreliable
,"Hawaii","15","2009","2009","35-39 years","35-39",17,87957,Unreliable
,"Hawaii","15","2010","2010","10-14 years","10-14",Suppressed,81539,Suppressed
,"Hawaii","15","2010","2010","15-19 years","15-19",Suppressed,85994,Suppressed
,"Hawaii","15","2010","2010","20-24 years","20-24",21,95829,21.9
,"Hawaii","15","2010","2010","25-29 years","25-29",18,97302,Unreliable
,"Hawaii","15","2010","2010","30-34 years","30-34",20,88031,22.7
,"Hawaii","15","2010","2010","35-39 years","35-39",25,86756,28.8
,"Hawaii","15","2011","2011","10-14 years","10-14",Suppressed,81546,Suppressed
,"Hawaii","15","2011","2011","15-19 years","15-19",Suppressed,83568,Suppressed
,"Hawaii","15","2011","2011","20-24 years","20-24",27,99043,27.3
,"Hawaii","15","2011","2011","25-29 years","25-29",19,100760,Unreliable
,"Hawaii","15","2011","2011","30-34 years","30-34",11,91657,Unreliable
,"Hawaii","15","2011","2011","35-39 years","35-39",15,84637,Unreliable
,"Hawaii","15","2012","2012","10-14 years","10-14",Suppressed,80577,Suppressed
,"Hawaii","15","2012","2012","15-19 years","15-19",Suppressed,81850,Suppressed
,"Hawaii","15","2012","2012","20-24 years","20-24",17,103790,Unreliable
,"Hawaii","15","2012","2012","25-29 years","25-29",16,104157,Unreliable
,"Hawaii","15","2012","2012","30-34 years","30-34",15,95148,Unreliable
,"Hawaii","15","2012","2012","35-39 years","35-39",13,85305,Unreliable
,"Hawaii","15","2013","2013","10-14 years","10-14",Suppressed,82187,Suppressed
,"Hawaii","15","2013","2013","15-19 years","15-19",Suppressed,80332,Suppressed
,"Hawaii","15","2013","2013","20-24 years","20-24",23,104771,22.0
,"Hawaii","15","2013","2013","25-29 years","25-29",17,107149,Unreliable
,"Hawaii","15","2013","2013","30-34 years","30-34",12,98573,Unreliable
,"Hawaii","15","2013","2013","35-39 years","35-39",16,86526,Unreliable
,"Hawaii","15","2014","2014","10-14 years","10-14",Suppressed,82805,Suppressed
,"Hawaii","15","2014","2014","15-19 years","15-19",Suppressed,80091,Suppressed
,"Hawaii","15","2014","2014","20-24 years","20-24",21,105912,19.8
,"Hawaii","15","2014","2014","25-29 years","25-29",15,109819,Unreliable
,"Hawaii","15","2014","2014","30-34 years","30-34",24,101377,23.7
,"Hawaii","15","2014","2014","35-39 years","35-39",16,88980,Unreliable
,"Hawaii","15","2015","2015","10-14 years","10-14",Suppressed,83359,Suppressed
,"Hawaii","15","2015","2015","15-19 years","15-19",13,79714,Unreliable
,"Hawaii","15","2015","2015","20-24 years","20-24",27,104669,25.8
,"Hawaii","15","2015","2015","25-29 years","25-29",18,111714,Unreliable
,"Hawaii","15","2015","2015","30-34 years","30-34",14,104197,Unreliable
,"Hawaii","15","2015","2015","35-39 years","35-39",13,92118,Unreliable
,"Hawaii","15","2016","2016","15-19 years","15-19",11,78701,Unreliable
,"Hawaii","15","2016","2016","20-24 years","20-24",20,97750,20.5
,"Hawaii","15","2016","2016","25-29 years","25-29",17,105887,Unreliable
,"Hawaii","15","2016","2016","30-34 years","30-34",24,102016,23.5
,"Hawaii","15","2016","2016","35-39 years","35-39",18,93592,Unreliable
,"Hawaii","15","2017","2017","10-14 years","10-14",Suppressed,81998,Suppressed
,"Hawaii","15","2017","2017","15-19 years","15-19",Suppressed,77031,Suppressed
,"Hawaii","15","2017","2017","20-24 years","20-24",26,93997,27.7
,"Hawaii","15","2017","2017","25-29 years","25-29",28,105478,26.5
,"Hawaii","15","2017","2017","30-34 years","30-34",21,101082,20.8
,"Hawaii","15","2017","2017","35-39 years","35-39",16,95486,Unreliable
,"Hawaii","15","2018","2018","10-14 years","10-14",Suppressed,81954,Suppressed
,"Hawaii","15","2018","2018","15-19 years","15-19",Suppressed,77179,Suppressed
,"Hawaii","15","2018","2018","20-24 years","20-24",15,90951,Unreliable
,"Hawaii","15","2018","2018","25-29 years","25-29",22,103977,21.2
,"Hawaii","15","2018","2018","30-34 years","30-34",10,99029,Unreliable
,"Hawaii","15","2018","2018","35-39 years","35-39",15,96796,Unreliable
,"Hawaii","15","2019","2019","10-14 years","10-14",Suppressed,80876,Suppressed
,"Hawaii","15","2019","2019","15-19 years","15-19",12,77287,Unreliable
,"Hawaii","15","2019","2019","20-24 years","20-24",11,88650,Unreliable
,"Hawaii","15","2019","2019","25-29 years","25-29",22,101864,21.6
,"Hawaii","15","2019","2019","30-34 years","30-34",26,98131,26.5
,"Hawaii","15","2019","2019","35-39 years","35-39",20,96871,20.6
,"Idaho","16","1999","1999","10-14 years","10-14",Suppressed,103979,Suppressed
,"Idaho","16","1999","1999","15-19 years","15-19",15,111587,Unreliable
,"Idaho","16","1999","1999","20-24 years","20-24",13,92437,Unreliable
,"Idaho","16","1999","1999","25-29 years","25-29",Suppressed,82840,Suppressed
,"Idaho","16","1999","1999","30-34 years","30-34",20,81995,24.4
,"Idaho","16","1999","1999","35-39 years","35-39",26,95958,27.1
